id,name_english,name_japanese,name_chinese,name_french,types,species,description,hp,attack,defense,special_attack,special_defense,speed,total_stats,height,weight,egg_groups,abilities,hidden_ability,gender_ratio,evolution_previous,evolution_next,sprite_url,thumbnail_url,hires_url,name_thai
489,Phione,フィオネ,霏欧纳,Phione,Water,Sea Drifter Pokémon,"It drifts in warm seas. It always returns to where it was born, no matter how far it may have drifted.",80,80,80,80,80,80,480,0.4 m,3.1 kg,"Water 1, Fairy",Hydration,,Genderless,,,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/489.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/489.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/489.png,ฟุอิโอะเนะ
490,Manaphy,マナフィ,玛纳霏,Manaphy,Water,Seafaring Pokémon,It starts its life with a wondrous power that permits it to bond with any kind of Pokémon.,100,100,100,100,100,100,600,0.3 m,1.4 kg,"Water 1, Fairy",Hydration,,Genderless,,,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/490.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/490.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/490.png,มะนะฟุอิ
491,Darkrai,ダークライ,达克莱伊,Darkrai,Dark,Pitch-Black Pokémon,It can lull people to sleep and make them dream. It is active during nights of the new moon.,70,90,90,135,90,125,600,1.5 m,50.5 kg,Undiscovered,Bad Dreams,,Genderless,,,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/491.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/491.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/491.png,ดาคุระอิ
492,Shaymin,シェイミ,谢米,Shaymin,Grass,Gratitude Pokémon,The blooming of Gracidea flowers confers the power of flight upon it. Feelings of gratitude are the message it delivers.,100,100,100,100,100,100,600,0.2 m,2.1 kg,Undiscovered,Natural Cure,,Genderless,,,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/492.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/492.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/492.png,ชิเอะอิมิ
493,Arceus,アルセウス,阿尔宙斯,Arceus,Normal,Alpha Pokémon,It is told in mythology that this Pokémon was born before the universe even existed.,120,120,120,120,120,120,720,3.2 m,320 kg,Undiscovered,Multitype,,Genderless,,,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/493.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/493.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/493.png,อะรุเซะอุซุ
494,Victini,ビクティニ,比克提尼,Victini,"Psychic, Fire",Victory Pokémon,"When it shares the infinite energy it creates, that being’s entire body will be overflowing with power.",100,100,100,100,100,100,600,0.4 m,4 kg,Undiscovered,Victory Star,,Genderless,,,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/494.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/494.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/494.png,บิคุเตะอินิ
495,Snivy,ツタージャ,藤藤蛇,Vipélierre,Grass,Grass Snake Pokémon,"They photosynthesize by bathing their tails in sunlight. When they are not feeling well, their tails droop.",45,45,55,45,55,63,308,0.6 m,8.1 kg,"Field, Grass",Overgrow,Contrary,87.5:12.5,,496(Level 17),https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/495.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/495.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/495.png,สึทาจะ
496,Servine,ジャノビー,青藤蛇,Lianaja,Grass,Grass Snake Pokémon,"When it gets dirty, its leaves can’t be used in photosynthesis, so it always keeps itself clean.",60,60,75,60,75,83,413,0.8 m,16 kg,"Field, Grass",Overgrow,Contrary,87.5:12.5,"['495', 'Level 17']",497(Level 36),https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/496.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/496.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/496.png,จะโนะบี
497,Serperior,ジャローダ,君主蛇,Majaspic,Grass,Regal Pokémon,It can stop its opponents’ movements with just a glare. It takes in solar energy and boosts it internally.,75,75,95,75,95,113,528,3.3 m,63 kg,"Field, Grass",Overgrow,Contrary,87.5:12.5,"['496', 'Level 36']",,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/497.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/497.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/497.png,จะโราดะ
498,Tepig,ポカブ,暖暖猪,Gruikui,Fire,Fire Pig Pokémon,"It loves to eat roasted berries, but sometimes it gets too excited and burns them to a crisp.",65,63,45,45,45,45,308,0.5 m,9.9 kg,Field,Blaze,Thick Fat,87.5:12.5,,499(Level 17),https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/498.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/498.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/498.png,โปะคะบุ
499,Pignite,チャオブー,炒炒猪,Grotichon,"Fire, Fighting",Fire Pig Pokémon,"When its internal fire flares up, its movements grow sharper and faster. When in trouble, it emits smoke.",90,93,55,70,55,55,418,1 m,55.5 kg,Field,Blaze,Thick Fat,87.5:12.5,"['498', 'Level 17']",500(Level 36),https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/499.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/499.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/499.png,จะโอะบู
500,Emboar,エンブオー,炎武王,Roitiflam,"Fire, Fighting",Mega Fire Pig Pokémon,It has mastered fast and powerful fighting moves. It grows a beard of fire.,110,123,65,100,65,65,528,1.6 m,150 kg,Field,Blaze,Reckless,87.5:12.5,"['499', 'Level 36']",,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/500.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/500.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/500.png,เอะนบุโอา
501,Oshawott,ミジュマル,水水獭,Moustillon,Water,Sea Otter Pokémon,"It fights using the scalchop on its stomach. In response to an attack, it retaliates immediately by slashing.",55,55,45,63,45,45,308,0.5 m,5.9 kg,Field,Torrent,Shell Armor,87.5:12.5,,502(Level 17),https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/501.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/501.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/501.png,มิจุมะรุ
502,Dewott,フタチマル,双刃丸,Mateloutre,Water,Discipline Pokémon,"As a result of strict training, each Dewott learns different forms for using the scalchops.",75,75,60,83,60,60,413,0.8 m,24.5 kg,Field,Torrent,Shell Armor,87.5:12.5,"['501', 'Level 17']",503(Level 36),https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/502.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/502.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/502.png,ฟุทะจิมะรุ
503,Samurott,ダイケンキ,大剑鬼,Clamiral,Water,Formidable Pokémon,One swing of the sword incorporated in its armor can fell an opponent. A simple glare from one of them quiets everybody.,95,100,85,108,70,70,528,1.5 m,94.6 kg,Field,Torrent,Shell Armor,87.5:12.5,"['502', 'Level 36']",,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/503.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/503.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/503.png,ดะอิเคะนคิ
504,Patrat,ミネズミ,探探鼠,Ratentif,Normal,Scout Pokémon,"Extremely cautious, one of them will always be on the lookout, but it won’t notice a foe coming from behind.",45,55,39,35,39,42,255,0.5 m,11.6 kg,Field,"Run Away, Keen Eye",Analytic,50:50,,505(Level 20),https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/504.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/504.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/504.png,มิเนะซุมิ
505,Watchog,ミルホッグ,步哨鼠,Miradar,Normal,Lookout Pokémon,"When they see an enemy, their tails stand high, and they spit the seeds of berries stored in their cheek pouches.",60,85,69,60,69,77,420,1.1 m,27 kg,Field,"Illuminate, Keen Eye",Analytic,50:50,"['504', 'Level 20']",,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/505.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/505.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/505.png,มิรุโฮะกุ
506,Lillipup,ヨーテリー,小约克,Ponchiot,Normal,Puppy Pokémon,"This Pokémon is popular with beginners because it’s intelligent, obedient to its Trainer’s commands, and easy to raise.",45,60,45,25,45,55,275,0.4 m,4.1 kg,Field,"Vital Spirit, Pickup",Run Away,50:50,,507(Level 16),https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/506.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/506.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/506.png,โยาเตะรี
507,Herdier,ハーデリア,哈约克,Ponchien,Normal,Loyal Dog Pokémon,"It has been living with people for so long that portrayals of it can be found on the walls of caves from long, long ago.",65,80,65,35,65,60,370,0.9 m,14.7 kg,Field,"Intimidate, Sand Rush",Scrappy,50:50,"['506', 'Level 16']",508(Level 32),https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/507.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/507.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/507.png,ฮาเดะริอะ
508,Stoutland,ムーランド,长毛狗,Mastouffe,Normal,Big-Hearted Pokémon,"Its fur is long and thick. A long time ago in cold regions, every household kept a Stoutland.",85,110,90,45,90,80,500,1.2 m,61 kg,Field,"Intimidate, Sand Rush",Scrappy,50:50,"['507', 'Level 32']",,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/508.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/508.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/508.png,มูระนโดะ
509,Purrloin,チョロネコ,扒手猫,Chacripan,Dark,Devious Pokémon,"They steal from people for fun, but their victims can’t help but forgive them. Their deceptively cute act is perfect.",41,50,37,50,37,66,281,0.4 m,10.1 kg,Field,"Limber, Unburden",Prankster,50:50,,510(Level 20),https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/509.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/509.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/509.png,โจะโระเนะโคะ
510,Liepard,レパルダス,酷豹,Léopardus,Dark,Cruel Pokémon,"Stealthily, it sneaks up on its target, striking from behind before its victim has a chance to react.",64,88,50,88,50,106,446,1.1 m,37.5 kg,Field,"Limber, Unburden",Prankster,50:50,"['509', 'Level 20']",,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/510.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/510.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/510.png,เระปะรุดะซุ
511,Pansage,ヤナップ,花椰猴,Feuillajou,Grass,Grass Monkey Pokémon,It’s good at finding berries and gathers them from all over. It’s kind enough to share them with friends.,50,53,48,53,48,64,316,0.6 m,10.5 kg,Field,Gluttony,Overgrow,87.5:12.5,,512(use Leaf Stone),https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/511.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/511.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/511.png,ยะนะปุ
512,Simisage,ヤナッキー,花椰猿,Feuiloutan,Grass,Thorn Monkey Pokémon,"Ill tempered, it fights by swinging its barbed tail around wildly. The leaf growing on its head is very bitter.",75,98,63,98,63,101,498,1.1 m,30.5 kg,Field,Gluttony,Overgrow,87.5:12.5,"['511', 'use Leaf Stone']",,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/512.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/512.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/512.png,ยะนะคี
513,Pansear,バオップ,爆香猴,Flamajou,Fire,High Temp Pokémon,This Pokémon lives in caves in volcanoes. The fire within the tuft on its head can reach 600 degrees Fahrenheit.,50,53,48,53,48,64,316,0.6 m,11 kg,Field,Gluttony,Blaze,87.5:12.5,,514(use Fire Stone),https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/513.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/513.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/513.png,บะโอะปุ
514,Simisear,バオッキー,爆香猿,Flamoutan,Fire,Ember Pokémon,"When it gets excited, embers rise from its head and tail and it gets hot. For some reason, it loves sweets.",75,98,63,98,63,101,498,1 m,28 kg,Field,Gluttony,Blaze,87.5:12.5,"['513', 'use Fire Stone']",,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/514.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/514.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/514.png,บะโอะคี
515,Panpour,ヒヤップ,冷水猴,Flotajou,Water,Spray Pokémon,The water stored inside the tuft on its head is full of nutrients. Plants that receive its water grow large.,50,53,48,53,48,64,316,0.6 m,13.5 kg,Field,Gluttony,Torrent,87.5:12.5,,516(use Water Stone),https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/515.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/515.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/515.png,ฮิยะปุ
516,Simipour,ヒヤッキー,冷水猿,Flotoutan,Water,Geyser Pokémon,"It prefers places with clean water. When its tuft runs low, it replenishes it by siphoning up water with its tail.",75,98,63,98,63,101,498,1 m,29 kg,Field,Gluttony,Torrent,87.5:12.5,"['515', 'use Water Stone']",,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/516.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/516.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/516.png,ฮิยะคี
517,Munna,ムンナ,食梦梦,Munna,Psychic,Dream Eater Pokémon,"It eats the dreams of people and Pokémon. When it eats a pleasant dream, it expels pink-colored mist.",76,25,45,67,55,24,292,0.6 m,23.3 kg,Field,"Forewarn, Synchronize",Telepathy,50:50,,518(use Moon Stone),https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/517.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/517.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/517.png,มุนนะ
518,Musharna,ムシャーナ,梦梦蚀,Mushana,Psychic,Drowsing Pokémon,The dream mist coming from its forehead changes into many different colors depending on the dream that was eaten.,116,55,85,107,95,29,487,1.1 m,60.5 kg,Field,"Forewarn, Synchronize",Telepathy,50:50,"['517', 'use Moon Stone']",,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/518.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/518.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/518.png,มุชานะ
519,Pidove,マメパト,豆豆鸽,Poichigeon,"Normal, Flying",Tiny Pigeon Pokémon,These Pokémon live in cities. They are accustomed to people. Flocks often gather in parks and plazas.,50,55,50,36,30,43,264,0.3 m,2.1 kg,Flying,"Big Pecks, Super Luck",Rivalry,50:50,,520(Level 21),https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/519.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/519.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/519.png,มะเมะปะโตะ
520,Tranquill,ハトーボー,咕咕鸽,Colombeau,"Normal, Flying",Wild Pigeon Pokémon,"No matter where in the world it goes, it knows where its nest is, so it never gets separated from its Trainer.",62,77,62,50,42,65,358,0.6 m,15 kg,Flying,"Big Pecks, Super Luck",Rivalry,50:50,"['519', 'Level 21']",521(Level 32),https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/520.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/520.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/520.png,ฮะโตาโบา
521,Unfezant,ケンホロウ,高傲雉鸡,Déflaisan,"Normal, Flying",Proud Pokémon,Males have plumage on their heads. They will never let themselves feel close to anyone other than their Trainers.,80,115,80,65,55,93,488,1.2 m,29 kg,Flying,"Big Pecks, Super Luck",Rivalry,50:50,"['520', 'Level 32']",,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/521.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/521.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/521.png,เคะนโฮะโระอุ
522,Blitzle,シママ,斑斑马,Zébibron,Electric,Electrified Pokémon,Its mane shines when it discharges electricity. They use the frequency and rhythm of these flashes to communicate.,45,60,32,50,32,76,295,0.8 m,29.8 kg,Field,"Lightning Rod, Motor Drive",Sap Sipper,50:50,,523(Level 27),https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/522.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/522.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/522.png,ชิมะมะ
523,Zebstrika,ゼブライカ,雷电斑马,Zéblitz,Electric,Thunderbolt Pokémon,"They have lightning-like movements. When Zebstrika run at full speed, the sound of thunder reverberates.",75,100,63,80,63,116,497,1.6 m,79.5 kg,Field,"Lightning Rod, Motor Drive",Sap Sipper,50:50,"['522', 'Level 27']",,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/523.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/523.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/523.png,เซะบุระอิคะ
524,Roggenrola,ダンゴロ,石丸子,Nodulithe,Rock,Mantle Pokémon,It was found in a fissure in a layer of exposed rock. The material that makes up its body is dirt from several hundred years ago.,55,75,85,25,25,15,280,0.4 m,18 kg,Mineral,"Sturdy, Weak Armor",Sand Force,50:50,,525(Level 25),https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/524.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/524.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/524.png,ดะนโกะโระ
525,Boldore,ガントル,地幔岩,Géolithe,Rock,Ore Pokémon,"Its orange crystals are lumps of powerful energy. They’re valuable, so Boldore is sometimes targeted for them.",70,105,105,50,40,20,390,0.9 m,102 kg,Mineral,"Sturdy, Weak Armor",Sand Force,50:50,"['524', 'Level 25']",526(Trade),https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/525.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/525.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/525.png,กะนโตะรุ
526,Gigalith,ギガイアス,庞岩怪,Gigalithe,Rock,Compressed Pokémon,It absorbs rays of sunlight and shoots out energy. It’s usually lurking deep beneath the surface.,85,135,130,60,80,25,515,1.7 m,260 kg,Mineral,"Sturdy, Sand Stream",Sand Force,50:50,"['525', 'Trade']",,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/526.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/526.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/526.png,กิกะอิอะซุ
527,Woobat,コロモリ,滚滚蝙蝠,Chovsourir,"Psychic, Flying",Bat Pokémon,The heart-shaped mark left on a body after a Woobat has been attached to it is said to bring good fortune.,65,45,43,55,43,72,323,0.4 m,2.1 kg,"Flying, Field","Unaware, Klutz",Simple,50:50,,528(high Friendship),https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/527.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/527.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/527.png,โคะโระโมะริ
528,Swoobat,ココロモリ,心蝙蝠,Rhinolove,"Psychic, Flying",Courting Pokémon,Anyone who comes into contact with the ultrasonic waves emitted by a courting male experiences a positive mood shift.,67,57,55,77,55,114,425,0.9 m,10.5 kg,"Flying, Field","Unaware, Klutz",Simple,50:50,"['527', 'high Friendship']",,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/528.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/528.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/528.png,โคะโคะโระโมะริ
529,Drilbur,モグリュー,螺钉地鼠,Rototaupe,Ground,Mole Pokémon,"By spinning its body, it can dig straight through the ground at a speed of 30 mph.",60,85,40,30,45,68,328,0.3 m,8.5 kg,Field,"Sand Rush, Sand Force",Mold Breaker,50:50,,530(Level 31),https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/529.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/529.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/529.png,โมะกุรู
530,Excadrill,ドリュウズ,龙头地鼠,Minotaupe,"Ground, Steel",Subterrene Pokémon,"More than 300 feet below the surface, they build mazelike nests. Their activity can be destructive to subway tunnels.",110,135,60,50,65,88,508,0.7 m,40.4 kg,Field,"Sand Rush, Sand Force",Mold Breaker,50:50,"['529', 'Level 31']",,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/530.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/530.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/530.png,โดะรุอุซุ
531,Audino,タブンネ,差不多娃娃,Nanméouïe,Normal,Hearing Pokémon,"It touches others with the feelers on its ears, using the sound of their heartbeats to tell how they are feeling.",103,60,86,60,86,50,445,1.1 m,31 kg,Fairy,"Healer, Regenerator",Klutz,50:50,,,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/531.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/531.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/531.png,ทะบุนเนะ
532,Timburr,ドッコラー,搬运小匠,Charpenti,Fighting,Muscular Pokémon,"Always carrying squared logs, they help out with construction. As they grow, they carry bigger logs.",75,80,55,25,35,35,305,0.6 m,12.5 kg,Human-Like,"Guts, Sheer Force",Iron Fist,75:25,,533(Level 25),https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/532.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/532.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/532.png,โดะโคะรา
533,Gurdurr,ドテッコツ,铁骨土人,Ouvrifier,Fighting,Muscular Pokémon,This Pokémon is so muscular and strongly built that even a group of wrestlers could not make it budge an inch.,85,105,85,40,50,40,405,1.2 m,40 kg,Human-Like,"Guts, Sheer Force",Iron Fist,75:25,"['532', 'Level 25']",534(Trade),https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/533.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/533.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/533.png,โดะเตะโคะสึ
534,Conkeldurr,ローブシン,修建老匠,Bétochef,Fighting,Muscular Pokémon,"Rather than rely on force, they master moves that utilize the centrifugal force of spinning concrete.",105,140,95,55,65,45,505,1.4 m,87 kg,Human-Like,"Guts, Sheer Force",Iron Fist,75:25,"['533', 'Trade']",,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/534.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/534.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/534.png,โราบุชิน
535,Tympole,オタマロ,圆蝌蚪,Tritonde,Water,Tadpole Pokémon,"By vibrating its cheeks, it emits sound waves imperceptible to humans. It uses the rhythm of these sounds to talk.",50,50,40,50,40,64,294,0.5 m,4.5 kg,Water 1,"Swift Swim, Hydration",Water Absorb,50:50,,536(Level 25),https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/535.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/535.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/535.png,โอะทะมะโระ
